timestamp,point_path,value,units
2026-07-13T01:08:00-07:00,SYN1/AHU-1/RA_TEMP,73.143,degF
2026-07-13T01:09:00-07:00,SYN1/AHU-1/RA_TEMP,72.819,degF
2026-07-13T01:10:00-07:00,SYN1/AHU-1/RA_TEMP,73.087,degF
2026-07-13T01:11:00-07:00,SYN1/AHU-1/RA_TEMP,73.138,degF
2026-07-13T01:12:00-07:00,SYN1/AHU-1/RA_TEMP,72.961,degF
2026-07-13T01:13:00-07:00,SYN1/AHU-1/RA_TEMP,72.924,degF
2026-07-13T01:14:00-07:00,SYN1/AHU-1/RA_TEMP,72.856,degF
2026-07-13T01:15:00-07:00,SYN1/AHU-1/RA_TEMP,72.957,degF
2026-07-13T01:16:00-07:00,SYN1/AHU-1/RA_TEMP,72.896,degF
2026-07-13T01:17:00-07:00,SYN1/AHU-1/RA_TEMP,73.106,degF
2026-07-13T01:18:00-07:00,SYN1/AHU-1/RA_TEMP,73.023,degF
2026-07-13T01:19:00-07:00,SYN1/AHU-1/RA_TEMP,72.862,degF
2026-07-13T01:20:00-07:00,SYN1/AHU-1/RA_TEMP,73.200,degF
2026-07-13T01:21:00-07:00,SYN1/AHU-1/RA_TEMP,73.024,degF
2026-07-13T01:22:00-07:00,SYN1/AHU-1/RA_TEMP,73.080,degF
2026-07-13T01:23:00-07:00,SYN1/AHU-1/RA_TEMP,73.130,degF
2026-07-13T01:24:00-07:00,SYN1/AHU-1/RA_TEMP,72.848,degF
2026-07-13T01:25:00-07:00,SYN1/AHU-1/RA_TEMP,72.883,degF
2026-07-13T01:26:00-07:00,SYN1/AHU-1/RA_TEMP,72.833,degF
2026-07-13T01:27:00-07:00,SYN1/AHU-1/RA_TEMP,73.166,degF
2026-07-13T01:28:00-07:00,SYN1/AHU-1/RA_TEMP,72.913,degF
2026-07-13T01:29:00-07:00,SYN1/AHU-1/RA_TEMP,72.923,degF
2026-07-13T01:30:00-07:00,SYN1/AHU-1/RA_TEMP,73.076,degF
2026-07-13T01:31:00-07:00,SYN1/AHU-1/RA_TEMP,73.175,degF
2026-07-13T01:32:00-07:00,SYN1/AHU-1/RA_TEMP,73.106,degF
2026-07-13T01:33:00-07:00,SYN1/AHU-1/RA_TEMP,73.020,degF
2026-07-13T01:34:00-07:00,SYN1/AHU-1/RA_TEMP,72.938,degF
2026-07-13T01:35:00-07:00,SYN1/AHU-1/RA_TEMP,73.092,degF
2026-07-13T01:36:00-07:00,SYN1/AHU-1/RA_TEMP,73.102,degF
2026-07-13T01:37:00-07:00,SYN1/AHU-1/RA_TEMP,73.159,degF
2026-07-13T01:38:00-07:00,SYN1/AHU-1/RA_TEMP,72.877,degF
2026-07-13T01:39:00-07:00,SYN1/AHU-1/RA_TEMP,72.922,degF
2026-07-13T01:40:00-07:00,SYN1/AHU-1/RA_TEMP,72.896,degF
2026-07-13T01:41:00-07:00,SYN1/AHU-1/RA_TEMP,73.104,degF
2026-07-13T01:42:00-07:00,SYN1/AHU-1/RA_TEMP,72.827,degF
2026-07-13T01:43:00-07:00,SYN1/AHU-1/RA_TEMP,73.129,degF
2026-07-13T01:44:00-07:00,SYN1/AHU-1/RA_TEMP,72.991,degF
2026-07-13T01:45:00-07:00,SYN1/AHU-1/RA_TEMP,72.975,degF
2026-07-13T01:46:00-07:00,SYN1/AHU-1/RA_TEMP,73.031,degF
2026-07-13T01:47:00-07:00,SYN1/AHU-1/RA_TEMP,73.174,degF
2026-07-13T01:48:00-07:00,SYN1/AHU-1/RA_TEMP,73.157,degF
2026-07-13T01:49:00-07:00,SYN1/AHU-1/RA_TEMP,73.037,degF
2026-07-13T01:50:00-07:00,SYN1/AHU-1/RA_TEMP,72.935,degF
2026-07-13T01:51:00-07:00,SYN1/AHU-1/RA_TEMP,72.956,degF
2026-07-13T01:52:00-07:00,SYN1/AHU-1/RA_TEMP,72.844,degF
2026-07-13T01:53:00-07:00,SYN1/AHU-1/RA_TEMP,72.913,degF
2026-07-13T01:54:00-07:00,SYN1/AHU-1/RA_TEMP,73.142,degF
2026-07-13T01:55:00-07:00,SYN1/AHU-1/RA_TEMP,73.058,degF
2026-07-13T01:56:00-07:00,SYN1/AHU-1/RA_TEMP,73.069,degF
2026-07-13T01:57:00-07:00,SYN1/AHU-1/RA_TEMP,72.822,degF
2026-07-13T01:58:00-07:00,SYN1/AHU-1/RA_TEMP,72.845,degF
2026-07-13T01:59:00-07:00,SYN1/AHU-1/RA_TEMP,72.917,degF
2026-07-13T02:00:00-07:00,SYN1/AHU-1/RA_TEMP,80.964,degF
2026-07-13T02:01:00-07:00,SYN1/AHU-1/RA_TEMP,80.889,degF
2026-07-13T02:02:00-07:00,SYN1/AHU-1/RA_TEMP,81.079,degF
2026-07-13T02:03:00-07:00,SYN1/AHU-1/RA_TEMP,81.108,degF
2026-07-13T02:04:00-07:00,SYN1/AHU-1/RA_TEMP,81.121,degF
2026-07-13T02:05:00-07:00,SYN1/AHU-1/RA_TEMP,80.953,degF
2026-07-13T02:06:00-07:00,SYN1/AHU-1/RA_TEMP,81.105,degF
2026-07-13T02:07:00-07:00,SYN1/AHU-1/RA_TEMP,80.892,degF
2026-07-13T02:08:00-07:00,SYN1/AHU-1/RA_TEMP,80.807,degF
2026-07-13T02:09:00-07:00,SYN1/AHU-1/RA_TEMP,80.844,degF
2026-07-13T02:10:00-07:00,SYN1/AHU-1/RA_TEMP,80.931,degF
2026-07-13T02:11:00-07:00,SYN1/AHU-1/RA_TEMP,80.917,degF
2026-07-13T02:12:00-07:00,SYN1/AHU-1/RA_TEMP,80.845,degF
2026-07-13T02:13:00-07:00,SYN1/AHU-1/RA_TEMP,81.032,degF
2026-07-13T02:14:00-07:00,SYN1/AHU-1/RA_TEMP,81.004,degF
2026-07-13T02:15:00-07:00,SYN1/AHU-1/RA_TEMP,80.874,degF
2026-07-13T02:16:00-07:00,SYN1/AHU-1/RA_TEMP,81.091,degF
2026-07-13T02:17:00-07:00,SYN1/AHU-1/RA_TEMP,81.107,degF
2026-07-13T02:18:00-07:00,SYN1/AHU-1/RA_TEMP,80.961,degF
2026-07-13T02:19:00-07:00,SYN1/AHU-1/RA_TEMP,81.134,degF
2026-07-13T02:20:00-07:00,SYN1/AHU-1/RA_TEMP,80.863,degF
2026-07-13T02:21:00-07:00,SYN1/AHU-1/RA_TEMP,80.850,degF
2026-07-13T02:22:00-07:00,SYN1/AHU-1/RA_TEMP,80.860,degF
2026-07-13T02:23:00-07:00,SYN1/AHU-1/RA_TEMP,81.123,degF
2026-07-13T02:24:00-07:00,SYN1/AHU-1/RA_TEMP,80.879,degF
2026-07-13T02:25:00-07:00,SYN1/AHU-1/RA_TEMP,81.086,degF
2026-07-13T02:26:00-07:00,SYN1/AHU-1/RA_TEMP,81.189,degF
2026-07-13T02:27:00-07:00,SYN1/AHU-1/RA_TEMP,80.974,degF
2026-07-13T02:28:00-07:00,SYN1/AHU-1/RA_TEMP,81.149,degF
2026-07-13T02:29:00-07:00,SYN1/AHU-1/RA_TEMP,81.178,degF
2026-07-13T02:30:00-07:00,SYN1/AHU-1/RA_TEMP,81.155,degF
2026-07-13T02:31:00-07:00,SYN1/AHU-1/RA_TEMP,80.997,degF
2026-07-13T02:32:00-07:00,SYN1/AHU-1/RA_TEMP,81.099,degF
2026-07-13T02:33:00-07:00,SYN1/AHU-1/RA_TEMP,81.165,degF
2026-07-13T02:34:00-07:00,SYN1/AHU-1/RA_TEMP,81.035,degF
2026-07-13T02:35:00-07:00,SYN1/AHU-1/RA_TEMP,80.971,degF
2026-07-13T02:36:00-07:00,SYN1/AHU-1/RA_TEMP,81.196,degF
2026-07-13T02:37:00-07:00,SYN1/AHU-1/RA_TEMP,80.958,degF
2026-07-13T02:38:00-07:00,SYN1/AHU-1/RA_TEMP,80.822,degF
2026-07-13T02:39:00-07:00,SYN1/AHU-1/RA_TEMP,81.036,degF
2026-07-13T02:40:00-07:00,SYN1/AHU-1/RA_TEMP,80.914,degF
2026-07-13T02:41:00-07:00,SYN1/AHU-1/RA_TEMP,80.875,degF
2026-07-13T02:42:00-07:00,SYN1/AHU-1/RA_TEMP,81.035,degF
2026-07-13T02:43:00-07:00,SYN1/AHU-1/RA_TEMP,81.189,degF
2026-07-13T02:44:00-07:00,SYN1/AHU-1/RA_TEMP,80.824,degF
2026-07-13T02:45:00-07:00,SYN1/AHU-1/RA_TEMP,81.095,degF
2026-07-13T02:46:00-07:00,SYN1/AHU-1/RA_TEMP,81.038,degF
2026-07-13T02:47:00-07:00,SYN1/AHU-1/RA_TEMP,81.011,degF
2026-07-13T02:48:00-07:00,SYN1/AHU-1/RA_TEMP,80.804,degF
2026-07-13T02:49:00-07:00,SYN1/AHU-1/RA_TEMP,81.021,degF
2026-07-13T02:50:00-07:00,SYN1/AHU-1/RA_TEMP,81.156,degF
2026-07-13T02:51:00-07:00,SYN1/AHU-1/RA_TEMP,80.852,degF
2026-07-13T02:52:00-07:00,SYN1/AHU-1/RA_TEMP,80.881,degF
2026-07-13T02:53:00-07:00,SYN1/AHU-1/RA_TEMP,81.015,degF
2026-07-13T02:54:00-07:00,SYN1/AHU-1/RA_TEMP,81.144,degF
2026-07-13T02:55:00-07:00,SYN1/AHU-1/RA_TEMP,80.847,degF
2026-07-13T02:56:00-07:00,SYN1/AHU-1/RA_TEMP,80.910,degF
2026-07-13T02:57:00-07:00,SYN1/AHU-1/RA_TEMP,81.181,degF
2026-07-13T02:58:00-07:00,SYN1/AHU-1/RA_TEMP,80.912,degF
2026-07-13T02:59:00-07:00,SYN1/AHU-1/RA_TEMP,81.099,degF
2026-07-13T03:00:00-07:00,SYN1/AHU-1/RA_TEMP,80.996,degF
2026-07-13T03:01:00-07:00,SYN1/AHU-1/RA_TEMP,80.903,degF
2026-07-13T03:02:00-07:00,SYN1/AHU-1/RA_TEMP,80.968,degF
2026-07-13T03:03:00-07:00,SYN1/AHU-1/RA_TEMP,80.916,degF
2026-07-13T03:04:00-07:00,SYN1/AHU-1/RA_TEMP,81.012,degF
2026-07-13T03:05:00-07:00,SYN1/AHU-1/RA_TEMP,81.002,degF
2026-07-13T03:06:00-07:00,SYN1/AHU-1/RA_TEMP,81.151,degF
2026-07-13T03:07:00-07:00,SYN1/AHU-1/RA_TEMP,80.937,degF
2026-07-13T03:08:00-07:00,SYN1/AHU-1/RA_TEMP,80.987,degF
2026-07-13T03:09:00-07:00,SYN1/AHU-1/RA_TEMP,80.900,degF
2026-07-13T03:10:00-07:00,SYN1/AHU-1/RA_TEMP,80.806,degF
2026-07-13T03:11:00-07:00,SYN1/AHU-1/RA_TEMP,81.081,degF
2026-07-13T03:12:00-07:00,SYN1/AHU-1/RA_TEMP,81.188,degF
2026-07-13T03:13:00-07:00,SYN1/AHU-1/RA_TEMP,80.832,degF
2026-07-13T03:14:00-07:00,SYN1/AHU-1/RA_TEMP,81.044,degF
2026-07-13T03:15:00-07:00,SYN1/AHU-1/RA_TEMP,80.886,degF
2026-07-13T03:16:00-07:00,SYN1/AHU-1/RA_TEMP,80.897,degF
2026-07-13T03:17:00-07:00,SYN1/AHU-1/RA_TEMP,81.128,degF
2026-07-13T03:18:00-07:00,SYN1/AHU-1/RA_TEMP,80.956,degF
2026-07-13T03:19:00-07:00,SYN1/AHU-1/RA_TEMP,81.129,degF
2026-07-13T03:20:00-07:00,SYN1/AHU-1/RA_TEMP,81.047,degF
2026-07-13T03:21:00-07:00,SYN1/AHU-1/RA_TEMP,80.936,degF
2026-07-13T03:22:00-07:00,SYN1/AHU-1/RA_TEMP,81.123,degF
2026-07-13T03:23:00-07:00,SYN1/AHU-1/RA_TEMP,80.865,degF
2026-07-13T03:24:00-07:00,SYN1/AHU-1/RA_TEMP,80.947,degF
2026-07-13T03:25:00-07:00,SYN1/AHU-1/RA_TEMP,81.125,degF
2026-07-13T03:26:00-07:00,SYN1/AHU-1/RA_TEMP,80.974,degF
2026-07-13T03:27:00-07:00,SYN1/AHU-1/RA_TEMP,80.876,degF
2026-07-13T03:28:00-07:00,SYN1/AHU-1/RA_TEMP,81.060,degF
2026-07-13T03:29:00-07:00,SYN1/AHU-1/RA_TEMP,80.949,degF
2026-07-13T03:30:00-07:00,SYN1/AHU-1/RA_TEMP,81.048,degF
2026-07-13T03:31:00-07:00,SYN1/AHU-1/RA_TEMP,80.926,degF
2026-07-13T03:32:00-07:00,SYN1/AHU-1/RA_TEMP,80.854,degF
2026-07-13T03:33:00-07:00,SYN1/AHU-1/RA_TEMP,80.814,degF
2026-07-13T03:34:00-07:00,SYN1/AHU-1/RA_TEMP,80.958,degF
2026-07-13T03:35:00-07:00,SYN1/AHU-1/RA_TEMP,80.928,degF
2026-07-13T03:36:00-07:00,SYN1/AHU-1/RA_TEMP,80.910,degF
2026-07-13T03:37:00-07:00,SYN1/AHU-1/RA_TEMP,80.862,degF
2026-07-13T03:38:00-07:00,SYN1/AHU-1/RA_TEMP,81.116,degF
2026-07-13T03:39:00-07:00,SYN1/AHU-1/RA_TEMP,80.894,degF
2026-07-13T03:40:00-07:00,SYN1/AHU-1/RA_TEMP,81.094,degF
2026-07-13T03:41:00-07:00,SYN1/AHU-1/RA_TEMP,80.930,degF
2026-07-13T03:42:00-07:00,SYN1/AHU-1/RA_TEMP,80.904,degF
2026-07-13T03:43:00-07:00,SYN1/AHU-1/RA_TEMP,81.193,degF
2026-07-13T03:44:00-07:00,SYN1/AHU-1/RA_TEMP,80.912,degF
2026-07-13T03:45:00-07:00,SYN1/AHU-1/RA_TEMP,81.092,degF
2026-07-13T03:46:00-07:00,SYN1/AHU-1/RA_TEMP,81.012,degF
2026-07-13T03:47:00-07:00,SYN1/AHU-1/RA_TEMP,80.936,degF
2026-07-13T03:48:00-07:00,SYN1/AHU-1/RA_TEMP,80.866,degF
2026-07-13T03:49:00-07:00,SYN1/AHU-1/RA_TEMP,81.174,degF
2026-07-13T03:50:00-07:00,SYN1/AHU-1/RA_TEMP,81.098,degF
2026-07-13T03:51:00-07:00,SYN1/AHU-1/RA_TEMP,80.927,degF
2026-07-13T03:52:00-07:00,SYN1/AHU-1/RA_TEMP,81.171,degF
2026-07-13T03:53:00-07:00,SYN1/AHU-1/RA_TEMP,81.183,degF
2026-07-13T03:54:00-07:00,SYN1/AHU-1/RA_TEMP,80.955,degF
2026-07-13T03:55:00-07:00,SYN1/AHU-1/RA_TEMP,81.067,degF
2026-07-13T03:56:00-07:00,SYN1/AHU-1/RA_TEMP,81.040,degF
2026-07-13T03:57:00-07:00,SYN1/AHU-1/RA_TEMP,81.009,degF
2026-07-13T03:58:00-07:00,SYN1/AHU-1/RA_TEMP,81.141,degF
2026-07-13T03:59:00-07:00,SYN1/AHU-1/RA_TEMP,81.071,degF
2026-07-13T04:00:00-07:00,SYN1/AHU-1/RA_TEMP,81.126,degF
2026-07-13T04:01:00-07:00,SYN1/AHU-1/RA_TEMP,80.912,degF
2026-07-13T04:02:00-07:00,SYN1/AHU-1/RA_TEMP,80.825,degF
2026-07-13T04:03:00-07:00,SYN1/AHU-1/RA_TEMP,81.090,degF
2026-07-13T04:04:00-07:00,SYN1/AHU-1/RA_TEMP,81.027,degF
2026-07-13T04:05:00-07:00,SYN1/AHU-1/RA_TEMP,81.138,degF
2026-07-13T04:06:00-07:00,SYN1/AHU-1/RA_TEMP,80.884,degF
2026-07-13T04:07:00-07:00,SYN1/AHU-1/RA_TEMP,80.921,degF
2026-07-13T04:08:00-07:00,SYN1/AHU-1/RA_TEMP,80.919,degF
2026-07-13T04:09:00-07:00,SYN1/AHU-1/RA_TEMP,80.952,degF
2026-07-13T04:10:00-07:00,SYN1/AHU-1/RA_TEMP,80.965,degF
2026-07-13T04:11:00-07:00,SYN1/AHU-1/RA_TEMP,81.147,degF
2026-07-13T04:12:00-07:00,SYN1/AHU-1/RA_TEMP,80.820,degF
2026-07-13T04:13:00-07:00,SYN1/AHU-1/RA_TEMP,81.172,degF
2026-07-13T04:14:00-07:00,SYN1/AHU-1/RA_TEMP,80.869,degF
2026-07-13T04:15:00-07:00,SYN1/AHU-1/RA_TEMP,81.022,degF
2026-07-13T04:16:00-07:00,SYN1/AHU-1/RA_TEMP,80.867,degF
2026-07-13T04:17:00-07:00,SYN1/AHU-1/RA_TEMP,81.179,degF
2026-07-13T04:18:00-07:00,SYN1/AHU-1/RA_TEMP,80.981,degF
2026-07-13T04:19:00-07:00,SYN1/AHU-1/RA_TEMP,81.117,degF
2026-07-13T04:20:00-07:00,SYN1/AHU-1/RA_TEMP,81.174,degF
2026-07-13T04:21:00-07:00,SYN1/AHU-1/RA_TEMP,80.953,degF
2026-07-13T04:22:00-07:00,SYN1/AHU-1/RA_TEMP,80.828,degF
2026-07-13T04:23:00-07:00,SYN1/AHU-1/RA_TEMP,80.897,degF
2026-07-13T04:24:00-07:00,SYN1/AHU-1/RA_TEMP,80.865,degF
2026-07-13T04:25:00-07:00,SYN1/AHU-1/RA_TEMP,80.867,degF
2026-07-13T04:26:00-07:00,SYN1/AHU-1/RA_TEMP,81.024,degF
2026-07-13T04:27:00-07:00,SYN1/AHU-1/RA_TEMP,80.825,degF
2026-07-13T04:28:00-07:00,SYN1/AHU-1/RA_TEMP,81.067,degF
2026-07-13T04:29:00-07:00,SYN1/AHU-1/RA_TEMP,80.938,degF
2026-07-13T04:30:00-07:00,SYN1/AHU-1/RA_TEMP,80.871,degF
2026-07-13T04:31:00-07:00,SYN1/AHU-1/RA_TEMP,81.177,degF
2026-07-13T04:32:00-07:00,SYN1/AHU-1/RA_TEMP,80.897,degF
2026-07-13T04:33:00-07:00,SYN1/AHU-1/RA_TEMP,80.833,degF
2026-07-13T04:34:00-07:00,SYN1/AHU-1/RA_TEMP,80.982,degF
2026-07-13T04:35:00-07:00,SYN1/AHU-1/RA_TEMP,81.025,degF
2026-07-13T04:36:00-07:00,SYN1/AHU-1/RA_TEMP,80.945,degF
2026-07-13T04:37:00-07:00,SYN1/AHU-1/RA_TEMP,80.966,degF
2026-07-13T04:38:00-07:00,SYN1/AHU-1/RA_TEMP,80.930,degF
2026-07-13T04:39:00-07:00,SYN1/AHU-1/RA_TEMP,81.158,degF
2026-07-13T04:40:00-07:00,SYN1/AHU-1/RA_TEMP,80.910,degF
2026-07-13T04:41:00-07:00,SYN1/AHU-1/RA_TEMP,80.950,degF
2026-07-13T04:42:00-07:00,SYN1/AHU-1/RA_TEMP,80.917,degF
2026-07-13T04:43:00-07:00,SYN1/AHU-1/RA_TEMP,80.987,degF
2026-07-13T04:44:00-07:00,SYN1/AHU-1/RA_TEMP,80.802,degF
2026-07-13T04:45:00-07:00,SYN1/AHU-1/RA_TEMP,80.870,degF
2026-07-13T04:46:00-07:00,SYN1/AHU-1/RA_TEMP,81.036,degF
2026-07-13T04:47:00-07:00,SYN1/AHU-1/RA_TEMP,80.832,degF
2026-07-13T04:48:00-07:00,SYN1/AHU-1/RA_TEMP,81.074,degF
2026-07-13T04:49:00-07:00,SYN1/AHU-1/RA_TEMP,80.801,degF
2026-07-13T04:50:00-07:00,SYN1/AHU-1/RA_TEMP,80.909,degF
2026-07-13T04:51:00-07:00,SYN1/AHU-1/RA_TEMP,81.143,degF
2026-07-13T04:52:00-07:00,SYN1/AHU-1/RA_TEMP,80.937,degF
2026-07-13T04:53:00-07:00,SYN1/AHU-1/RA_TEMP,81.049,degF
2026-07-13T04:54:00-07:00,SYN1/AHU-1/RA_TEMP,81.047,degF
2026-07-13T04:55:00-07:00,SYN1/AHU-1/RA_TEMP,80.826,degF
2026-07-13T04:56:00-07:00,SYN1/AHU-1/RA_TEMP,80.927,degF
2026-07-13T04:57:00-07:00,SYN1/AHU-1/RA_TEMP,80.977,degF
2026-07-13T04:58:00-07:00,SYN1/AHU-1/RA_TEMP,81.037,degF
2026-07-13T04:59:00-07:00,SYN1/AHU-1/RA_TEMP,81.197,degF
2026-07-13T05:00:00-07:00,SYN1/AHU-1/RA_TEMP,80.923,degF
2026-07-13T05:01:00-07:00,SYN1/AHU-1/RA_TEMP,81.094,degF
2026-07-13T05:02:00-07:00,SYN1/AHU-1/RA_TEMP,81.069,degF
2026-07-13T05:03:00-07:00,SYN1/AHU-1/RA_TEMP,80.878,degF
2026-07-13T05:04:00-07:00,SYN1/AHU-1/RA_TEMP,80.835,degF
2026-07-13T05:05:00-07:00,SYN1/AHU-1/RA_TEMP,80.900,degF
2026-07-13T05:06:00-07:00,SYN1/AHU-1/RA_TEMP,80.828,degF
2026-07-13T05:07:00-07:00,SYN1/AHU-1/RA_TEMP,80.832,degF
2026-07-13T05:08:00-07:00,SYN1/AHU-1/RA_TEMP,81.170,degF
2026-07-13T05:09:00-07:00,SYN1/AHU-1/RA_TEMP,80.990,degF
2026-07-13T05:10:00-07:00,SYN1/AHU-1/RA_TEMP,80.979,degF
2026-07-13T05:11:00-07:00,SYN1/AHU-1/RA_TEMP,80.859,degF
2026-07-13T05:12:00-07:00,SYN1/AHU-1/RA_TEMP,81.083,degF
2026-07-13T05:13:00-07:00,SYN1/AHU-1/RA_TEMP,81.009,degF
2026-07-13T05:14:00-07:00,SYN1/AHU-1/RA_TEMP,80.815,degF
2026-07-13T05:15:00-07:00,SYN1/AHU-1/RA_TEMP,81.153,degF
2026-07-13T05:16:00-07:00,SYN1/AHU-1/RA_TEMP,80.974,degF
2026-07-13T05:17:00-07:00,SYN1/AHU-1/RA_TEMP,81.080,degF
2026-07-13T05:18:00-07:00,SYN1/AHU-1/RA_TEMP,80.838,degF
2026-07-13T05:19:00-07:00,SYN1/AHU-1/RA_TEMP,81.067,degF
2026-07-13T05:20:00-07:00,SYN1/AHU-1/RA_TEMP,80.943,degF
2026-07-13T05:21:00-07:00,SYN1/AHU-1/RA_TEMP,81.180,degF
2026-07-13T05:22:00-07:00,SYN1/AHU-1/RA_TEMP,81.011,degF
2026-07-13T05:23:00-07:00,SYN1/AHU-1/RA_TEMP,81.178,degF
