row_id,timestamp,point_path,equipment,alarm_class,priority,transition,value,limit,deadband,units
R00014,2026-08-12T00:13:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.916,78.000,1.000,degF
R00015,2026-08-12T00:14:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.159,78.000,1.000,degF
R00016,2026-08-12T00:15:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.947,78.000,1.000,degF
R00017,2026-08-12T00:16:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.101,78.000,1.000,degF
R00018,13/07/2026 4:15 PM,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.908,78.000,1.000,degF
R00019,2026-08-12T00:18:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.186,78.000,1.000,degF
R00020,2026-08-12T00:19:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.916,78.000,1.000,degF
R00021,2026-08-12T00:20:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.149,78.000,1.000,degF
R00022,2026-08-12T00:21:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.941,78.000,1.000,degF
R00023,2026-08-12T00:22:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.188,78.000,1.000,degF
R00024,2026-08-12T00:23:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,urgent,RTN,76.889,78.000,1.000,degF
R00025,2026-08-12T00:24:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.197,78.000,1.000,degF
R00026,2026-08-12T00:25:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.912,78.000,1.000,degF
R00027,2026-08-12T00:26:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.139,78.000,1.000,degF
R00028,2026-08-12T00:27:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.968,78.000,1.000,degF
R00029,2026-08-12T00:28:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.137,78.000,1.000,degF
R00030,2026-08-12T00:29:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.953,78.000,1.000,degF,extra,fields
R00031,2026-08-12T00:30:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.162,78.000,1.000,degF
R00032,2026-08-12T00:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,ALARM,69.564,62.000,1.500,degF
R00033,2026-08-12T00:32:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.927,78.000,1.000,degF
R00034,2026-08-12T00:33:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.128,78.000,1.000,degF
R00035,2026-08-12T00:34:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.961,78.000,1.000,degF
R00036,2026-08-12T00:35:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.126,78.000,1.000,degF
R00037,2026-08-12T00:36:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.941,78.000,1.000,degF
R00038,2026-08-12T00:37:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.116,78.000,1.000,degF
R00039,2026-08-12T00:38:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,RTN,76.980,78.000,1.000,degF
R00040,2026-08-12T00:39:00-07:00,SYN1/AHU-1/RA_TEMP,AHU-1,DefaultAlarmClass,2,ALARM,78.139,78.000,1.000,degF
